index,year,statesuperintendency,agency,reservation,school,school_type,students_enrollment,avg_attendance,num_students,school_capacity
16644,1906,North Dakota,Standing Rock Agency ,,Agricultural Boarding,boarding,128,121,,100
16645,1906,North Dakota,Standing Rock Agency ,,Grand River Boarding,boarding,124,114,,140
16646,1906,North Dakota,Standing Rock Agency ,,Cannon Ball Day ,day,59,42,,40
16647,1906,North Dakota,Standing Rock Agency ,,Bullhead Day ,day,35,29,,30
16648,1906,North Dakota,Standing Rock Agency ,,Porcupine Day ,day,25,19,,40
16649,1906,North Dakota,Standing Rock Agency ,,No. 1 Day ,day,18,15,,20
16650,1906,North Dakota,Standing Rock Agency ,,No. 2 Day ,day,21,17,,26
16651,1906,North Dakota,Standing Rock Agency ,,St. Elizabeth's Mission Boarding,boarding,62,57,,62
16652,1906,Oklahoma,,Cheyenne and Arapaho Reseration ,Arapaho Boarding,boarding,107,103,,150
16653,1906,Oklahoma,,Cheyenne and Arapaho Reseration ,Cheyenne Boarding,boarding,121,119,,140
16654,1906,Oklahoma,,,Cantonment Boarding,boarding,94,76,,80
16655,1906,Oklahoma,,,Seger Boarding,boarding,107,95,,150
16656,1906,Oklahoma,,,Red Moon Boarding,boarding,36,34,,70
16657,1906,Oklahoma,,,Chilocco  (nonreservation) Boarding,boarding,778,685,,700
16658,1906,Oklahoma,Kiowa Agency,,Fort Sill Boarding,boarding,184,178,,180
16659,1906,Oklahoma,Kiowa Agency,,Rainy Mountain Boarding,boarding,134,127,,124
16660,1906,Oklahoma,Kiowa Agency,,Riverside Boarding,boarding,138,130,,150
16661,1906,Oklahoma,Kiowa Agency,,Cache Creek Mission Boarding,boarding,54,46,,50
16662,1906,Oklahoma,Kiowa Agency,,Mary Gregory Mission Boarding,boarding,25,18,,60
16663,1906,Oklahoma,Kiowa Agency,,Methvin Mission Boarding,boarding,57,45,,60
16664,1906,Oklahoma,Kiowa Agency,,St. Patrick's Mission Boarding,boarding,90,85,,125
16665,1906,Oklahoma,Osage Agency,,Osage Boarding,boarding,154,142,,180
16666,1906,Oklahoma,Osage Agency,,St. John's Mission Boarding  ,boarding,37,35,,150
16667,1906,Oklahoma,Osage Agency,,St. Louis Mission Boarding,boarding,73,61,,125
16668,1906,Oklahoma,,Kaw ,Kaw Reservation Boarding,boarding,59,34,,44
16669,1906,Oklahoma,,Ponca,Ponca Reservation Boarding,boarding,101,97,,100
16670,1906,Oklahoma,,Pawnee,Pawnee Reservation Boarding,boarding,113,107,,120
16671,1906,Oklahoma,,Oto,Oto Reservation Boarding,boarding,86,84,,85
16672,1906,Oklahoma,,Sauk and Fox Reservation,Sauk and Fox Boarding,boarding,84,75,,100
16673,1906,Oklahoma,,Sauk and Fox Reservation,St. Mary's Academy (Mission),boarding,55,50,,60
16674,1906,Oklahoma,,Sauk and Fox Reservation,St. Benedict's Academy (Mission),boarding,39,31,,50
16675,1906,Oklahoma,,Shawnee,Shawnee Reservation Boarding,boarding,127,112,,100
16676,1906,Oklahoma,,Etna,Whirlwind Mission Day,day,15,13,,22
16677,1906,Oregon,,Grande Ronde Reservation,Grande Ronde Boarding,boarding,67,59,,90
16678,1906,Oregon,,Klamath Reservation ,Klamath Boarding,boarding,108,90,,110
16679,1906,Oregon,,Klamath Reservation ,Yainax Boarding,boarding,82,72,,80
16680,1906,Oregon,,Siletz Reservation,Siletz Reservation Boarding,boarding,60,53,,84
16681,1906,Oregon,,Umatilla Reservation ,Umatilla Boarding,boarding,91,69,,100
16682,1906,Oregon,,Umatilla Reservation ,Kate Drexel Mission Boarding,boarding,98,56,,150
16683,1906,Oregon,,Warm Springs,Warm Springs Reservation Boarding,boarding,112,100,,150
16684,1906,Oregon,,,"Chemawa, Salem (nonreservation) Boarding",boarding,581,498,,600
16685,1906,Pennsylvania,,,Carlisle (nonreservation) Boarding,boarding,1025,960,,1000
16686,1906,Pennsylvania,,,"Philadelphia, Lincoln Institute",boarding,40,36,,100
16687,1906,South Dakota,Crow Creek Agency , ,Crow Creek Boarding,boarding,157,147,,144
16688,1906,South Dakota,Crow Creek Agency ,,Immaculate Conception Mission Boarding,boarding,59,54,,75
16689,1906,Dakota,Cheyenne River Agency ,,Cheyenne River Boarding,boarding,157,147,,144
16690,1906,Dakota,Cheyenne River Agency ,,No. 1 Day ,day,21,19,,20
16691,1906,Dakota,Cheyenne River Agency ,,No. 5 Day ,day,18,15,,20
16692,1906,Dakota,Cheyenne River Agency ,,No. 7 Day ,day,22,18,,24
16693,1906,Dakota,Cheyenne River Agency ,,No. 8 Day ,day,32,26,,28
16694,1906,Dakota,Cheyenne River Agency ,,Oahe Boarding,boarding,6,6,,50
16695,1906,South Dakota,Lower Brule Agency ,,Lower Brule Boarding,boarding,56,53,,130
16696,1906,South Dakota,Pine Ridge Agency ,,Pine Ridge Boarding,boarding,228,208,,210
16697,1906,South Dakota,Pine Ridge Agency ,,Holy Rosary Mission Boarding,boarding,244,221,,250
16698,1906,South Dakota,Pine Ridge Agency ,,No. 1 Day ,day,23,19,,35
16699,1906,South Dakota,Pine Ridge Agency ,,No. 2 Day ,day,16,10,,35
16700,1906,South Dakota,Pine Ridge Agency ,,No. 3 Day ,day,24,19,,35
16701,1906,South Dakota,Pine Ridge Agency ,,No. 4 Day ,day,26,20,,35
16702,1906,South Dakota,Pine Ridge Agency ,,No. 5 Day ,day,32,29,,35
16703,1906,South Dakota,Pine Ridge Agency ,,No. 6 Day ,day,24,19,,35
16704,1906,South Dakota,Pine Ridge Agency ,,No. 7 Day ,day,38,33,,35
16705,1906,South Dakota,Pine Ridge Agency ,,No. 8 Day ,day,15,13,,35
16706,1906,South Dakota,Pine Ridge Agency ,,No. 9 Day ,day,29,25,,35
16707,1906,South Dakota,Pine Ridge Agency ,,No. 10 Day ,day,37,30,,35
16708,1906,South Dakota,Pine Ridge Agency ,,No. 11 Day ,day,24,15,,35
16709,1906,South Dakota,Pine Ridge Agency ,,No. 12 Day,day,17,14,,35
16710,1906,South Dakota,Pine Ridge Agency ,,No. 13 Day ,day,22,13,,35
16711,1906,South Dakota,Pine Ridge Agency ,,No. 14 Day ,day,12,9,,35
16712,1906,South Dakota,Pine Ridge Agency ,,No. 15 Day ,day,23,16,,35
16713,1906,South Dakota,Pine Ridge Agency ,,No. 16 Day ,day,36,27,,35
16714,1906,South Dakota,Pine Ridge Agency ,,No. 17 Day ,day,18,14,,35
16715,1906,South Dakota,Pine Ridge Agency ,,No. 18 Day ,day,20,18,,35
16716,1906,South Dakota,Pine Ridge Agency ,,No. 19 Day ,day,20,12,,35
16717,1906,South Dakota,Pine Ridge Agency ,,No. 20 Day ,day,27,23,,35
16718,1906,South Dakota,Pine Ridge Agency ,,No. 21 Day ,day,26,21,,35
16719,1906,South Dakota,Pine Ridge Agency ,,No. 22 Day ,day,18,14,,35
16720,1906,South Dakota,Pine Ridge Agency ,,No. 23 Day ,day,19,15,,35
16721,1906,South Dakota,Pine Ridge Agency ,,No. 24 Day ,day,30,23,,35
16722,1906,South Dakota,Pine Ridge Agency ,,No. 25 Day,day,29,24,,35
16723,1906,South Dakota,Pine Ridge Agency ,,No. 26 Day ,day,23,16,,35
16724,1906,South Dakota,Pine Ridge Agency ,,No. 27 Day ,day,33,27,,35
16725,1906,South Dakota,Pine Ridge Agency ,,No. 28 Day ,day,23,19,,35
16726,1906,South Dakota,Pine Ridge Agency ,,No. 29 Day ,day,17,16,,35
16727,1906,South Dakota,Pine Ridge Agency ,,No. 31 Day ,day,23,17,,35
16728,1906,South Dakota,Rosebud Agency,,Rosebud Boarding,boarding,191,176,,168
16729,1906,South Dakota,Rosebud Agency,,St. Francis Mission Boarding,boarding,251,233,,270
16730,1906,South Dakota,Rosebud Agency,,St. Mary's Mission Boarding,boarding,51,48,,50
16731,1906,South Dakota,Rosebud Agency,,Black Pipe Day ,day,17,16,,25
16732,1906,South Dakota,Rosebud Agency,,Big White River Day,day,20,14,,30
16733,1906,South Dakota,Rosebud Agency,,Bull Creek Day ,day,25,23,,30
16734,1906,South Dakota,Rosebud Agency,,Butte Creek Day ,day,14,13,,29
16735,1906,South Dakota,Rosebud Agency,,Corn Creek Day ,day,26,21,,30
16736,1906,South Dakota,Rosebud Agency,,Cut Meat Creek Day,day,37,29,,30
16737,1906,South Dakota,Rosebud Agency,,He Dog's Camp Day ,day,30,24,,30
16738,1906,South Dakota,Rosebud Agency,,Ironwood Creek Day ,day,21,19,,30
16739,1906,South Dakota,Rosebud Agency,,Little Crow's Camp Day ,day,14,13,,28
16740,1906,South Dakota,Rosebud Agency,,Little White River Day ,day,19,16,,23
16741,1906,South Dakota,Rosebud Agency,,Lower Cut Meat Creek Day ,day,15,13,,28
16742,1906,South Dakota,Rosebud Agency,,Milk's Camp Day ,day,21,14,,30
16743,1906,South Dakota,Rosebud Agency,,Oak Creek Day ,day,23,18,,30
16744,1906,South Dakota,Rosebud Agency,,Pine Creek Day ,day,23,19,,25
16745,1906,South Dakota,Rosebud Agency,,Red Leaf's Camp Day ,day,22,22,,23
16746,1906,South Dakota,Rosebud Agency,,Ring Thunder Camp Day ,day,14,12,,25
16747,1906,South Dakota,Rosebud Agency,,Spring Creek day,day,30,25,,29
16748,1906,South Dakota,Rosebud Agency,,Upper Cut Meat Creek Day ,day,33,27,,28
16749,1906,South Dakota,Rosebud Agency,,White Thunder Creek Day ,day,15,14,,27
16750,1906,South Dakota,Rosebud Agency,,Whirlwind Soldiers Camp Day,day,23,21,,30
16751,1906,South Dakota,Sisseton Agency ,,Sisseton Boarding,boarding,124,83,,100
16752,1906,South Dakota,Sisseton Agency ,,Goodwill Mission Boarding,boarding,90,63,,100
16753,1906,South Dakota,,,Yankton Reservation Boarding,boarding,117,106,,120
16754,1906,South Dakota,,,"Flandreau, Rigg's Institute",boarding,406,376,,375
16755,1906,South Dakota,,,"Pierre, nonreservation Boarding",boarding,157,148,,180
16756,1906,South Dakota,,,"Chamberlain, nonreservation Boarding",boarding,201,180,,200
16757,1906,South Dakota,,,"Rapid City, nonreservation boarding",boarding,250,238,,250
16758,1906,South Dakota,,Stanley County ,"Public Day, Independent District ",day,13,8,,
16759,1906,Utah,Uintah and Ouray Agency,,Uintah Boarding,boarding,75,69,,67
16760,1906,Utah,Uintah and Ouray Agency,,"Orton, Panguitch Boarding",boarding,39,27,,30
16761,1906,Virginia,,Hampton,Hampton Normal and Agricultural Institute,boarding,115,100,,150
16762,1906,Washington,Colville Agency,,Colville Boarding (Fort Spokane),boarding,180,142,,200
16763,1906,Washington,Colville Agency,,"Colville Mission, St. Francis Regis Boarding",boarding,64,60,,120
16764,1906,Washington,Colville Agency,,"Colville Mission, St. Mary's Boarding",boarding,37,30,,45
16765,1906,Washington,,Coeur d'Alene Reservation ,De Smet Mission Boarding,boarding,94,84,,150
16766,1906,Washington,,Neah Bay Reservation ,Neah Bay Day ,day,59,41,,70
16767,1906,Washington,,Neah Bay Reservation ,Quileute Day ,day,72,50,,42
16768,1906,Washington,,Puyallup Reservation ,Puyallup Boarding,boarding,195,133,,175
16769,1906,Washington,,Puyallup Reservation ,Chehalis Day,day,21,15,,40
16770,1906,Washington,,Puyallup Reservation ,Jamestown Day,day,17,9,,24
16771,1906,Washington,,Puyallup Reservation ,Port Gamble Day ,day,26,15,,26
16772,1906,Washington,,Puyallup Reservation ,Quinaielt Day,day,23,12,,32
16773,1906,Washington,,Puyallup Reservation ,Skokomish Day ,day,30,13,,40
16774,1906,Washington,,Puyallup Reservation ,St. George's Mission Boarding,boarding,62,50,,90
16775,1906,Washington,,Tulalip Reservation ,Tulalip Boarding,boarding,159,155,,134
16776,1906,Washington,,Tulalip Reservation ,Swinomish Day ,day,44,31,,60
16777,1906,Washington,,Tulalip Reservation ,Port Madison Day ,day,30,19,,30
16778,1906,Washington,,,Yakima Reservation Boarding,boarding,127,100,,150
16779,1906,Wisconsin,Green Bay Agency ,,Green Bay Day (Menominee),day,18,12,,40
16780,1906,Wisconsin,Green Bay Agency ,,Stockbridge Day ,day,56,23,,40
16781,1906,Wisconsin,Green Bay Agency ,,St. Joseph's Mission Boarding,boarding,217,187,,200
16782,1906,Wisconsin,Green Bay Agency ,,Lutheran Mission Boarding and Day ,both,27,11,,20
16783,1906,Wisconsin,Green Bay Agency ,,Zoar Mission Boarding,boarding,14,4,,40
16784,1906,Wisconsin,,Oneida Reservation ,Oneida Boarding,boarding,191,166,,200
16785,1906,Wisconsin,,Oneida Reservation ,Oneida Day,day,38,18,,40
16786,1906,Wisconsin,La Pointe Agency ,,La Pointe Boarding (Lac du Flambeau),boarding,192,176,,180
16787,1906,Wisconsin,La Pointe Agency ,,Lac Court Oreille Day,day,66,38,,63
16788,1906,Wisconsin,La Pointe Agency ,,Fond du Lac Day ,day,36,20,,30
16789,1906,Wisconsin,La Pointe Agency ,,Grand Portage Day ,day,15,11,,30
16790,1906,Wisconsin,La Pointe Agency ,,Odanah Day ,day,100,82,,125
16791,1906,Wisconsin,La Pointe Agency ,,Red Cliff Day ,day,39,28,,50
16792,1906,Wisconsin,La Pointe Agency ,,Bayfield Mission Boarding,boarding,56,48,,75
16793,1906,Wisconsin,La Pointe Agency ,,St. Mary's Mission Boarding,boarding,85,82,,125
16794,1906,Wisconsin, ,,Hayward Boarding,boarding,223,209,,215
16795,1906,Wisconsin,,,Wittenberg (nonreservation) Boarding,boarding,155,128,,120
16796,1906,Wisconsin,,,Wittenberg Bethany Mission Boarding,boarding,33,23,,60
16797,1906,Wisconsin,,,Tomah (nonreservation) Boarding,boarding,300,255,,275
16798,1906,Wyoming,,Shoshone Reservation,Shoshone Boarding,boarding,207,194,,180
16799,1906,Wyoming,,Shoshone Reservation,St. Stephen's Mission Boarding,boarding,119,93,,90
16800,1906,Wyoming,,Shoshone Reservation,Shoshone Mission Boarding,boarding,16,16,,20
16801,1906,Wyoming,,Shoshone Reservation,Arapaho Subissue Station Day ,day,12,7,,30
16802,1907,Arizona,,Colorado River,Colorado River Boarding,boarding,114,110,,100
16803,1907,Arizona,,,Fort Mohave (nonreservation) Boarding,boarding,210,198,,200
16804,1907,Arizona,,Moqui,Moqui (Hop) Boarding,boarding,250,191,,160
16805,1907,Arizona,,Moqui,Oraibi Day ,day,147,114,,156
16806,1907,Arizona,,Moqui,Polacco Day ,day,54,49,,61
16807,1907,Arizona,,Moqui,Second Mesa Day ,day,118,105,,100
16808,1907,Arizona,,Western Navaho,Western Navaho Boarding,boarding,91,84,,80
16809,1907,Arizona,,Western Navaho,Moencopi Day ,day,38,34,,29
16810,1907,Arizona,,Walapai ,Truxton Canyon Boarding,boarding,101,94,,125
16811,1907,Arizona,,Walapai ,Havasupai Boarding,boarding,53,48,,55
16812,1907,Arizona,,Navaho,Navaho Boarding,boarding,247,233,,220
16813,1907,Arizona,,Navaho,Tohatchi Boarding,boarding,109,95,,125
16814,1907,Arizona,,Navaho,St. Michael's Mission Boarding,boarding,117,97,,150
16815,1907,Arizona,, ,"Navaho Extension, Tolchaco (Navaho Mission Boarding)",boarding,8,8,,10
16816,1907,Arizona,,,Phoenix (nonreservation) Boarding,boarding,769,704,,700
16817,1907,Arizona,,,Camp McDowell Day,day,18,13,,40
16818,1907,Arizona,,Fort Apache,Fort Apache Boarding,boarding,159,155,,150
16819,1907,Arizona,,Fort Apache,Cibicu Day ,day,50,44,,45
16820,1907,Arizona,,Fort Apache,Canyon Day ,day,41,38,,40
16821,1907,Arizona,,Pima ,Pima Boarding,boarding,237,208,,250
16822,1907,Arizona,,Pima ,Blackwater Day ,day,33,20,,36
16823,1907,Arizona,,Pima ,Casa Blanca Day ,day,37,28,,40
16824,1907,Arizona,,Pima ,Gila Grossing Day ,day,36,28,,46
16825,1907,Arizona,,Pima ,Lehi Day ,day,19,17,,40
16826,1907,Arizona,,Pima ,Maricopa Day ,day,25,24,,40
16827,1907,Arizona,,Pima ,Salt River Day ,day,33,25,,40
16828,1907,Arizona,,Pima ,St. John's Mission Boarding and Day ,both,216,205,,175
16829,1907,Arizona,,San Xavier,San Xavier Mission Day ,day,124,99,,125
16830,1907,Arizona,,,Tucson Mission Boarding,boarding,156,149,,150
16831,1907,Arizona,,San Carlos,San Carlos Day ,day,42,37,,100
16832,1907,Arizona,,,Rice Station Boarding,boarding,216,192,,216
16833,1907,California,,Fort Yuma,Fort Yuma Boarding,boarding,110,102,,180
16834,1907,California,,Hoopa Valley ,Hoopa Valley Boarding,boarding,174,141,,146
16835,1907,California,,Round Valley ,Round Valley Boarding,boarding,116,106,,125
16836,1907,California,,,Greenville (nonreservation) Boarding,boarding,97,85,,90
16837,1907,California,,,Fort Bidwell (nonreservation) Boarding,boarding,79,65,,100
16838,1907,California,,,Riverside (Sherman Institute) nonreservation Boarding,boarding,687,560,,500
16839,1907,California,,Pala,Pala Day ,day,35,25,,30
16840,1907,California,,Pala,La Jolla Day ,day,13,8,,30
16841,1907,California,,Pala,Pechanga Day ,day,27,24,,26
16842,1907,California,,Pala,Rincon Day ,day,20,15,,26
16843,1907,California,,Mesa Grande,Mesa Grande Day ,day,20,12,,20
16844,1907,California,,Mesa Grande,Capitan Grande Day ,day,9,8,,27
16845,1907,California,,Mesa Grande,Volcan (Santa Ysabel) Day,day,19,15,,30
16846,1907,California,,San Jacinto ,Cohuilla Day ,day,24,15,,25
16847,1907,California,,San Jacinto ,Martinez Day ,day,28,22,,26
16848,1907,California,,San Jacinto ,Potrero Day ,day,21,13,,30
16849,1907,California,,San Jacinto ,Soboba Day ,day,17,13,,34
16850,1907,California,,San Jacinto ,Tule River Day ,day,30,15,,17
16851,1907,California,,,Big Pine Day ,day,25,19,,30
16852,1907,California,,,Bishop Day ,day,28,15,,50
16853,1907,California,,,Independence Day,day,23,15,,30
16854,1907,California,,,Manchester Day ,day,18,10,,20
16855,1907,California,,,Ukiah Day ,day,14,8,,20
16856,1907,California,,,"San Diego, St. Anthony's Mission Boarding",boarding,97,80,,120
16857,1907,California,,,"Banning, St. Boniface's Mission Boarding",boarding,121,100,,150
16858,1907,Colorado,,,Grand Junction (nonreservation) Boarding,boarding,262,229,,200
16859,1907,Colorado,,,Fort Lewis (nonreservation) Boarding,boarding,242,192,,200
16860,1907,Colorado,,Southern Ute ,Southern Ute Boarding,boarding,75,69,,50
16861,1907,Colorado,,,Navaho Springs Day ,day,20,17,,20
16862,1907,Idaho,,Fort Hall,Fort Hall Boarding,boarding,152,147,,115
16863,1907,Idaho,,Lemhi,Lemhi Boarding,boarding,66,60,,75
16864,1907,Idaho,,Nez Perce ,Fort Lapwai Boarding,boarding,131,105,,150
16865,1907,Idaho,,Nez Perce ,"Slickpoo, St. Joseph's Mission Boarding",boarding,56,18,,70
16866,1907,Idaho,,Coeur d'Alene,De Smet Mission Boarding,boarding,95,91,,150
16867,1907,Indian Territory,,Quapaw,Seneca Boarding,boarding,163,122,,130
16868,1907,Indian Territory,,Quapaw,St. Mary's Mission Boarding,both,46,40,,120
16869,1907,Iowa,,Sac and Fox,Sac and Fox Boarding,boarding,68,62,,80
16870,1907,Kansas,,Potawatomi,Potawatomi Boarding,boarding,62,56,,80
16871,1907,Kansas,,Kickapoo,Kickapoo Boarding,boarding,79,74,,70
16872,1907,Kansas,,Kickapoo,Great Nemaha Day ,day,28,18,,40
16873,1907,Kansas,,Kickapoo,Sac and Fox Day ,day,32,17,,42
16874,1907,Kansas,,Lawrence,Haskell Institute (nonreservation) Boarding,boarding,840,764,,750
16875,1907,Michigan,,,Mount Pleasant (nonreservation) Boarding,boarding,350,341,,330
16876,1907,Michigan,,,Bay Mills Day ,day,35,21,,32
16877,1907,Michigan,,,"Baraga, Chippewa Mission Boarding",boarding,24,20,,120
16878,1907,Michigan,,,"Harbor Springs, Holy Childhood Mission Boarding",boarding,110,105,,200
16879,1907,Minnesota,,Morris,Morris (nonreservation) Boarding,boarding,168,162,,160
16880,1907,Minnesota,,,Pipestone (nonreservation) Boarding,boarding,226,212,,225
16881,1907,Minnesota,,,Birch Cooley Day ,day,22,15,,36
16882,1907,Minnesota,,White Earth ,White Earth Boarding,boarding,159,125,,134
16883,1907,Minnesota,,White Earth ,Wild Rice River Boarding,boarding,86,72,,65
16884,1907,Minnesota,,White Earth ,Pine Point Boarding,boarding,91,76,,75
16885,1907,Minnesota,,White Earth ,White Earth Day ,day,51,22,,40
16886,1907,Minnesota,,White Earth ,Pembina Day ,day,32,18,,40
16887,1907,Minnesota,,White Earth ,Porterville Day,day,38,22,,30
16888,1907,Minnesota,,White Earth ,Buffalo River Day ,day,22,13,,30
16889,1907,Minnesota,,White Earth ,Beaulieu Day ,day,24,20,,30
16890,1907,Minnesota,,White Earth ,St. Benedict's Orphan Mission Boarding,boarding,101,98,,150
16891,1907,Minnesota,,Leech Lake ,Leech Lake Boarding,boarding,110,90,,60
16892,1907,Minnesota,,Leech Lake ,Bena Boarding,boarding,67,57,,40
16893,1907,Minnesota,,Leech Lake ,Cass Lake Boarding,boarding,56,50,,50
16894,1907,Minnesota,,Red Lake ,Red Lake Boarding,boarding,116,91,,80
16895,1907,Minnesota,,Red Lake ,Cross Lake Boarding,boarding,65,59,,50
16896,1907,Minnesota,,Red Lake ,St. Mary's Mission Boarding,boarding,85,64,,100
16897,1907,Minnesota,,,Vermilion Lake Boarding,boarding,61,49,,150
16898,1907,Minnesota,,,Nett Lake Day ,day,37,21,,25
16899,1907,Montana,,,Fort Shaw (nonreservation) Boarding,boarding,347,321,,335
16900,1907,Montana,,Blackfeet,Blackfeet Boarding,boarding,88,77,,75
16901,1907,Montana,,Blackfeet,Cut Finger Day ,day,23,13,,30
16902,1907,Montana,,Blackfeet,Willow Creek Day ,day,13,6,,28
16903,1907,Montana,,Blackfeet,Holy Family Mission Boarding,boarding,87,70,,135
16904,1907,Montana,,Crow,Crow Boarding,boarding,109,92,,150
16905,1907,Montana,,Crow,Pryor Creek Boarding,boarding,52,49,,50
16906,1907,Montana,,Crow,Lodge Grass Day ,day,34,32,,50
16907,1907,Montana,,Crow,St. Xavier's Mission Boarding,boarding,62,54,,120
16908,1907,Montana,,Flathead,Flathead Boarding,boarding,51,45,,36
16909,1907,Montana,,Flathead,Flathead Day ,day,35,18,,30
16910,1907,Montana,,Flathead,St. Ignatius Mission Boarding,boarding,205,156,,350
16911,1907,Montana,,Fort Belknap,Fort Belknap Boarding,boarding,153,117,,120
16912,1907,Montana,,Fort Belknap,St. Paul's Mission Boarding,boarding,77,69,,90
16913,1907,Montana,,Fort Belknap,St. Peter's Mission Boarding,boarding,53,50,,100
16914,1907,Montana,,Fort Peck,Fort Peck Boarding,boarding,159,131,,200
16915,1907,Montana,,Fort Peck,No. 1 Day ,day,36,28,,30
16916,1907,Montana,,Fort Peck,No. 2 Day ,day,28,23,,30
16917,1907,Montana,,Fort Peck,No. 3 Day ,day,27,20,,30
16918,1907,Montana,,Fort Peck,No. 4 Day ,day,26,20,,30
16919,1907,Montana,,Fort Peck,Wolf Point Mission Boarding and Day ,both,40,34,,30
16920,1907,Montana,,Tongue River,Tongue River Boarding,boarding,83,64,,75
16921,1907,Montana,,Tongue River,Tongue River Day ,day,33,22,,32
16922,1907,Montana,,Tongue River,St. Labre's Mission Boarding,boarding,52,45,,65
16923,1907,Nebraska,,Omaha,Omaha Day ,day,22,11,,60
16924,1907,Nebraska,,Winnebago,Winnebago Boarding,boarding,83,74,,90
16925,1907,Nebraska,,Santee,Santee Boarding,boarding,92,75,,80
16926,1907,Nebraska,,Santee,Santee Normal Training Mission Boarding,both,119,99,,125
16927,1907,Nebraska,,,Genoa (nonreservation) Boarding,boarding,320,303,,330
16928,1907,Nebraska,,Thurston County ,"Public Day, District No. 1",day,12,4,,
16929,1907,Nebraska,,Thurston County ,"Public Day, District No. 10",day,6,4,,
16930,1907,Nebraska,,Thurston County ,"Public Day, District No. 14",day,16,5,,
16931,1907,Nebraska,,Thurston County ,"Public Day, District No. 17",day,28,11,,
16932,1907,Nebraska,,Thurston County ,"Public Day, District No. 18",day,5,2,,
16933,1907,Nebraska,,Thurston County ,"Public Day, District No. 21",day,11,4,,
16934,1907,Nebraska,,Thurston County ,"Public Day, District No. 22",day,6,1,,
16935,1907,Nebraska,,Thurston County ,"Public Day, District No. 23",day,4,2,,
16936,1907,Nebraska,,Cuming County ,"Public Day, District No. 20",day,10,8,,
16937,1907,Nebraska,,Knox County,"Public Day, District No. 36",day,14,8,,
16938,1907,Nevada,,,Nevada Boarding,boarding,65,58,,60
16939,1907,Nevada,,,Carson (nonreservation) Boarding,boarding,283,260,,250
16940,1907,Nevada,,Walker River,Walker River Day ,day,29,18,,32
16941,1907,Nevada,,,Fort McDermitt Day,day,65,56,,65
16942,1907,Nevada,,Moapa River,Moapa River Day ,day,14,9,,30
16943,1907,Nevada,,Western Shoshone,Western Shoshone Boarding,boarding,80,72,,80
16944,1907,New Mexico,,Mescalero,Mescalero Boarding,boarding,112,104,,130
16945,1907,New Mexico,,San Juan ,San Juan Boarding,boarding,107,75,,100
16946,1907,New Mexico,,Jewett,Presbyterian Mission Boarding,boarding,17,14,,30
16947,1907,New Mexico,,,"Farmington, Navaho Mission Boarding",boarding,15,9,,18
16948,1907,New Mexico,,,"Gallup, Rehoboth Mission Boarding",boarding,22,11,,30
16949,1907,New Mexico,,,Albuquerque (nonreservation) Boarding,boarding,322,275,,300
16950,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,Acomita Day ,day,60,28,,32
16951,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,Isleta Day ,day,61,38,,32
16952,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,Laguna Day,day,43,36,,36
16953,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,McCarty's Day ,day,23,15,,25
16954,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,Miseta Day,day,21,18,,20
16955,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,Pahuate Day,day,44,30,,40
16956,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,Paraje Day ,day,23,19,,32
16957,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,San Felipe Day ,day,46,41,,50
16958,1907,New Mexico,Pueblo Under Albuquerque Superintendent,,Seama Day ,day,25,20,,40
16959,1907,New Mexico,,Santa Fe,Santa Fe (nonreservation) Boarding,boarding,335,323,,300
16960,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,Cochiti Day ,day,27,19,,26
16961,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,Jemez Day ,day,43,33,,36
16962,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,Nambe Day ,day,26,16,,20
16963,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,Picuris Day ,day,21,17,,16
16964,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,Santa Clara Day ,day,45,29,,30
16965,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,San Ildefonso Day ,day,29,24,,21
16966,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,San Juan Day ,day,58,48,,40
16967,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,Sia Day ,day,29,23,,30
16968,1907,New Mexico,Pueblo Under Santa Fe Superintendent,,Taos Day ,day,77,50,,32
16969,1907,New Mexico,,,Jicarilla Boarding,boarding,134,115,,125
16970,1907,New Mexico,,,Bernalillo Mission Boarding,boarding,78,75,,115
16971,1907,New Mexico,,,"Santa Fe, St. Catherine's Mission Boarding",boarding,168,161,,160
16972,1907,New Mexico,,,Zuni Boarding,boarding,100,76,,60
16973,1907,New Mexico,,,Zuni Day ,day,40,26,,30
16974,1907,North Carolina,,Eastern Cherokee,Cherokee Boarding,boarding,190,141,,170
16975,1907,North Dakota,,Devil's Lake ,Fort Totten Boarding,boarding,387,295,,350
16976,1907,North Dakota,,Devil's Lake ,Fort Totten Day No. 1,day,48,21,,30
